,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2005-11-09,20.04,2.13,5.91
2005-11-10,8.23,4.26,0.0
2005-11-11,9.36,4.05,0.0
2005-11-12,12.36,3.86,0.0
2005-11-13,14.81,1.93,4.02
2005-11-14,14.63,0.61,8.09
2005-11-15,19.47,1.28,24.8
2005-11-16,4.9,3.21,7.37
2005-11-17,-1.17,4.08,0.0
2005-11-18,1.91,3.92,0.0
2005-11-19,5.11,2.52,0.01
2005-11-20,7.83,3.38,0.0
2005-11-21,4.55,0.37,11.13
2005-11-22,2.93,1.82,0.27
2005-11-23,5.27,2.25,0.0
2005-11-24,5.63,3.54,0.0
2005-11-25,-0.75,3.55,0.0
2005-11-26,7.57,2.91,0.0
2005-11-27,11.36,1.21,0.43
2005-11-28,15.48,0.85,25.05
2005-11-29,4.99,3.27,0.12
2005-11-30,1.18,3.64,0.0
2005-12-01,1.89,2.54,0.0
2005-12-02,-1.56,3.46,0.0
2005-12-03,4.73,0.54,8.8
2005-12-04,4.9,0.68,1.71
2005-12-05,-1.22,1.48,0.24
2005-12-06,-1.67,3.47,0.0
2005-12-07,-0.87,2.82,0.0
2005-12-08,2.16,0.55,11.42
2005-12-09,-4.08,3.4,0.0
2005-12-10,-1.03,3.25,0.0
2005-12-11,1.91,2.0,0.05
2005-12-12,1.73,1.68,0.04
2005-12-13,0.91,2.64,0.0
2005-12-14,3.26,0.46,13.36
2005-12-15,0.41,0.9,22.26
2005-12-16,-1.13,2.65,0.01
2005-12-17,1.29,2.52,0.01
2005-12-18,1.11,2.81,0.0
2005-12-19,-3.11,2.85,0.0
2005-12-20,-3.68,3.23,0.0
2005-12-21,-0.87,3.18,0.0
2005-12-22,0.13,3.27,0.0
2005-12-23,1.8,3.22,0.0
2005-12-24,4.37,0.84,7.27
2005-12-25,4.16,0.82,5.89
2005-12-26,1.58,0.7,0.2
2005-12-27,7.49,2.68,0.0
2005-12-28,10.52,1.63,0.43
2005-12-29,2.63,0.42,0.01
2005-12-30,5.07,2.03,0.39
2005-12-31,5.14,2.22,0.01
2006-01-01,9.39,1.66,0.45
2006-01-02,15.74,2.14,1.95
2006-01-03,6.54,1.15,0.03
2006-01-04,8.84,3.1,0.01
2006-01-05,2.71,1.07,0.08
2006-01-06,0.21,0.86,0.02
2006-01-07,1.51,3.18,0.01
2006-01-08,8.43,3.09,0.0
2006-01-09,12.03,2.03,0.84
2006-01-10,12.73,1.48,8.87
2006-01-11,6.53,3.14,2.0
2006-01-12,7.82,3.45,0.0
2006-01-13,7.26,0.62,18.82
2006-01-14,-0.63,1.99,0.23
2006-01-15,1.48,2.24,0.0
2006-01-16,8.9,1.23,7.79
2006-01-17,7.73,0.35,39.7
2006-01-18,1.95,3.7,0.02
2006-01-19,7.72,3.61,0.09
2006-01-20,9.59,3.08,0.35
2006-01-21,7.95,1.11,5.5
2006-01-22,7.64,0.44,29.42
2006-01-23,5.94,1.02,40.05
2006-01-24,4.28,3.91,0.0
2006-01-25,0.87,4.08,0.01
2006-01-26,0.37,3.92,0.0
2006-01-27,4.43,2.76,0.0
2006-01-28,8.94,3.58,2.98
2006-01-29,11.13,3.69,10.62
2006-01-30,5.02,2.07,0.65
2006-01-31,3.01,4.04,0.0
2006-02-01,5.19,2.78,0.0
2006-02-02,7.67,1.09,6.08
2006-02-03,8.92,1.78,15.02
2006-02-04,0.3,1.59,7.32
2006-02-05,-2.56,4.09,0.0
2006-02-06,0.47,1.41,0.19
2006-02-07,-0.74,4.42,0.0
2006-02-08,0.83,2.37,2.1
2006-02-09,-0.47,3.74,0.41
2006-02-10,1.07,2.32,4.1
2006-02-11,0.47,2.26,3.71
2006-02-12,-1.73,1.75,1.24
2006-02-13,-2.11,4.5,0.01
2006-02-14,2.98,4.49,0.01
2006-02-15,8.12,3.69,0.01
2006-02-16,13.76,2.87,0.43
2006-02-17,3.82,2.9,9.44
2006-02-18,-2.96,1.05,3.1
2006-02-19,-4.88,2.84,0.48
2006-02-20,-0.17,2.45,0.98
2006-02-21,3.48,4.51,4.95
2006-02-22,5.86,1.07,11.89
2006-02-23,5.89,4.31,0.15
2006-02-24,6.99,4.9,0.0
2006-02-25,8.23,1.69,0.0
2006-02-26,0.08,5.65,0.0
2006-02-27,4.06,3.69,0.0
2006-02-28,10.76,4.3,0.0
2006-03-01,15.64,4.35,0.0
2006-03-02,13.36,4.71,0.01
2006-03-03,3.47,4.86,0.0
2006-03-04,3.43,5.38,0.0
2006-03-05,7.0,4.0,2.67
2006-03-06,7.89,4.78,0.03
2006-03-07,5.47,5.58,0.0
2006-03-08,11.4,4.25,0.0
2006-03-09,14.85,1.9,20.79
2006-03-10,13.11,5.79,0.1
2006-03-11,18.0,2.64,1.15
2006-03-12,20.56,3.45,0.21
2006-03-13,17.64,2.22,17.75
2006-03-14,6.0,6.14,0.15
2006-03-15,8.42,6.32,0.0
2006-03-16,12.7,5.02,0.01
2006-03-17,6.91,3.26,0.0
2006-03-18,5.68,5.65,0.0
2006-03-19,5.02,2.58,0.13
2006-03-20,4.09,0.84,19.01
2006-03-21,5.77,1.52,9.16
2006-03-22,1.56,6.4,0.02
2006-03-23,3.31,4.11,0.13
2006-03-24,3.49,3.38,0.03
2006-03-25,2.0,3.85,0.0
2006-03-26,3.17,4.8,0.0
2006-03-27,7.35,6.05,0.05
2006-03-28,11.74,5.65,0.03
2006-03-29,10.16,6.82,0.0
2006-03-30,14.97,6.54,0.0
2006-03-31,16.55,1.71,16.64
2006-04-01,17.25,6.45,1.48
2006-04-02,18.04,4.33,16.09
2006-04-03,14.02,5.0,8.54
2006-04-04,9.06,7.32,0.0
2006-04-05,12.1,6.91,0.01
2006-04-06,16.26,3.89,0.54
2006-04-07,19.02,2.43,29.41
2006-04-08,10.7,2.09,11.92
2006-04-09,7.54,7.63,0.0
2006-04-10,12.1,7.4,0.0
2006-04-11,15.09,6.88,0.0
2006-04-12,17.96,6.67,0.09
2006-04-13,19.97,6.83,0.1
2006-04-14,20.81,6.87,0.0
2006-04-15,20.73,5.75,0.0
2006-04-16,20.05,6.05,0.07
2006-04-17,20.2,6.98,0.0
2006-04-18,21.08,6.89,1.29
2006-04-19,22.91,6.06,5.08
2006-04-20,20.36,2.81,29.31
2006-04-21,18.64,3.08,22.33
2006-04-22,17.96,7.39,1.98
2006-04-23,19.22,5.51,0.03
2006-04-24,20.22,5.3,0.95
2006-04-25,20.04,4.89,3.29
2006-04-26,13.02,1.46,2.23
2006-04-27,12.75,8.11,0.0
2006-04-28,14.93,7.78,0.0
2006-04-29,15.83,3.32,0.27
2006-04-30,13.11,1.59,11.78
2006-05-01,15.81,6.92,2.11
2006-05-02,17.56,3.93,15.11
2006-05-03,20.07,5.64,3.44
2006-05-04,19.62,4.25,2.75
2006-05-05,16.57,3.95,4.04
2006-05-06,15.39,5.58,0.77
2006-05-07,14.85,2.02,4.21
2006-05-08,15.45,4.51,0.01
2006-05-09,18.7,3.41,2.42
2006-05-10,20.18,2.58,9.95
2006-05-11,14.46,5.95,5.76
2006-05-12,13.21,8.29,0.0
2006-05-13,15.17,7.74,0.33
2006-05-14,11.36,4.75,0.3
2006-05-15,10.24,3.54,1.77
2006-05-16,13.34,4.8,6.23
2006-05-17,14.72,4.4,0.44
2006-05-18,16.48,6.82,0.33
2006-05-19,17.3,5.45,2.61
2006-05-20,20.74,6.03,6.29
2006-05-21,19.93,4.17,9.0
2006-05-22,18.03,4.96,1.15
2006-05-23,17.83,8.17,0.0
2006-05-24,20.72,8.26,0.16
2006-05-25,22.94,6.59,8.09
2006-05-26,24.91,6.69,3.34
2006-05-27,24.48,7.49,0.11
2006-05-28,24.47,5.25,7.44
2006-05-29,25.15,6.73,0.26
2006-05-30,25.08,6.74,4.81
2006-05-31,25.36,6.76,7.96
2006-06-01,23.79,4.43,8.81
2006-06-02,20.43,2.6,9.02
2006-06-03,20.05,7.92,1.55
2006-06-04,20.69,6.65,1.25
2006-06-05,17.98,8.68,0.0
2006-06-06,20.44,8.61,0.02
2006-06-07,21.16,7.63,0.22
2006-06-08,21.82,8.38,0.01
2006-06-09,23.05,7.87,0.07
2006-06-10,25.2,7.87,0.0
2006-06-11,25.01,7.56,1.69
2006-06-12,21.97,3.39,0.41
2006-06-13,20.51,7.11,0.01
2006-06-14,21.27,8.42,0.0
2006-06-15,22.82,8.09,0.0
2006-06-16,24.01,8.11,0.0
2006-06-17,24.86,6.04,1.08
2006-06-18,24.11,4.46,13.2
2006-06-19,24.3,6.62,0.96
2006-06-20,26.47,7.35,0.81
2006-06-21,27.46,7.72,0.27
2006-06-22,27.91,7.36,2.17
2006-06-23,26.06,4.14,9.44
2006-06-24,24.06,3.6,5.48
2006-06-25,24.38,5.03,6.33
2006-06-26,23.85,6.38,1.1
2006-06-27,22.99,7.28,0.03
2006-06-28,23.88,7.75,0.03
2006-06-29,24.48,7.84,0.01
2006-06-30,25.64,6.74,0.62
2006-07-01,27.32,7.43,0.19
2006-07-02,28.54,6.95,0.41
2006-07-03,29.09,6.39,0.78
2006-07-04,28.14,5.73,9.71
2006-07-05,23.58,1.97,18.02
2006-07-06,21.5,8.14,0.1
2006-07-07,21.48,7.59,0.0
2006-07-08,23.4,6.55,0.0
2006-07-09,25.35,5.65,0.07
2006-07-10,25.47,4.1,0.92
2006-07-11,26.07,5.47,1.9
2006-07-12,28.27,6.65,0.63
2006-07-13,28.19,5.4,3.65
2006-07-14,29.12,6.86,0.52
2006-07-15,27.97,6.29,0.08
2006-07-16,28.54,7.9,0.0
2006-07-17,29.16,7.33,0.0
2006-07-18,29.96,6.89,0.09
2006-07-19,31.14,6.62,0.13
2006-07-20,30.45,6.08,1.12
2006-07-21,27.9,5.85,10.22
2006-07-22,23.5,3.6,7.83
2006-07-23,24.25,7.23,0.0
2006-07-24,25.78,6.18,0.77
2006-07-25,27.43,6.59,0.09
2006-07-26,28.34,6.34,0.23
2006-07-27,28.17,5.6,0.06
2006-07-28,26.84,3.91,12.52
2006-07-29,24.83,2.14,9.5
2006-07-30,28.34,6.38,0.99
2006-07-31,29.78,6.52,0.76
2006-08-01,31.33,7.06,0.23
2006-08-02,30.97,6.42,0.03
2006-08-03,30.89,7.34,0.07
2006-08-04,27.29,4.35,12.75
2006-08-05,28.52,6.17,0.46
2006-08-06,28.35,6.56,0.38
2006-08-07,29.92,6.63,0.22
2006-08-08,29.22,6.73,0.46
2006-08-09,29.58,6.43,1.35
2006-08-10,28.66,5.59,19.12
2006-08-11,25.78,2.31,19.29
2006-08-12,26.16,4.91,0.25
2006-08-13,26.17,4.0,0.01
2006-08-14,26.88,5.86,5.19
2006-08-15,26.07,6.09,1.02
2006-08-16,25.57,5.7,0.0
2006-08-17,27.96,6.0,0.16
2006-08-18,28.13,6.44,0.92
2006-08-19,27.94,4.82,0.87
2006-08-20,26.3,3.81,6.04
2006-08-21,25.82,4.91,4.09
2006-08-22,25.31,4.53,2.02
2006-08-23,24.03,6.84,0.13
2006-08-24,25.45,6.82,0.0
2006-08-25,27.44,5.7,0.02
2006-08-26,28.35,5.42,0.1
2006-08-27,28.54,5.53,2.63
2006-08-28,27.61,4.53,7.9
2006-08-29,25.13,4.11,9.97
2006-08-30,24.2,3.77,0.25
2006-08-31,23.99,4.21,1.04
2006-09-01,23.83,4.26,1.08
2006-09-02,21.2,4.36,0.02
2006-09-03,20.55,4.5,0.09
2006-09-04,22.19,4.18,0.68
2006-09-05,21.06,4.8,0.24
2006-09-06,21.11,5.34,0.0
2006-09-07,22.58,5.32,0.07
2006-09-08,23.65,5.37,2.26
2006-09-09,23.41,4.2,1.41
2006-09-10,24.04,5.0,1.55
2006-09-11,25.5,5.2,0.2
2006-09-12,21.76,1.75,6.48
2006-09-13,19.57,4.56,1.7
2006-09-14,18.92,4.63,0.0
2006-09-15,21.01,6.33,0.0
2006-09-16,22.61,6.4,0.0
2006-09-17,24.34,5.86,0.14
2006-09-18,23.32,2.19,15.02
2006-09-19,18.32,5.87,0.31
2006-09-20,14.06,6.42,0.0
2006-09-21,16.69,6.03,0.01
2006-09-22,21.88,2.6,13.33
2006-09-23,24.34,3.82,25.26
2006-09-24,19.95,2.7,19.71
2006-09-25,16.02,4.95,0.0
2006-09-26,17.15,4.84,0.0
2006-09-27,19.66,5.88,2.33
2006-09-28,15.34,3.29,3.29
2006-09-29,13.34,5.82,0.34
2006-09-30,17.53,4.63,3.03
2006-10-01,18.86,5.47,1.13
2006-10-02,18.29,4.53,0.02
2006-10-03,21.29,4.97,0.01
2006-10-04,23.11,5.15,0.0
2006-10-05,20.9,4.12,1.87
2006-10-06,14.19,5.28,0.06
2006-10-07,13.71,5.71,0.0
2006-10-08,16.44,5.35,0.0
2006-10-09,19.11,5.04,0.0
2006-10-10,19.79,3.86,0.26
2006-10-11,18.87,2.97,2.93
2006-10-12,8.28,2.9,0.02
2006-10-13,7.41,5.53,0.0
2006-10-14,8.66,5.19,0.0
2006-10-15,11.57,4.6,0.31
2006-10-16,11.85,0.86,14.48
2006-10-17,19.81,1.66,13.89
2006-10-18,19.24,4.18,0.03
2006-10-19,15.99,1.0,12.39
2006-10-20,7.59,1.84,0.19
2006-10-21,9.89,4.82,0.09
2006-10-22,9.17,1.9,0.03
2006-10-23,4.49,3.45,0.0
2006-10-24,3.83,4.81,0.0
2006-10-25,7.58,2.73,0.01
2006-10-26,10.27,1.12,7.93
2006-10-27,13.33,0.83,20.08
2006-10-28,8.75,4.47,0.64
2006-10-29,12.12,4.45,0.0
2006-10-30,14.24,3.61,0.0
2006-10-31,15.64,2.26,2.91
2006-11-01,10.85,1.01,8.23
2006-11-02,3.72,4.6,0.01
2006-11-03,2.89,4.56,0.0
2006-11-04,5.74,4.19,0.0
2006-11-05,8.13,3.56,0.01
2006-11-06,10.27,1.96,8.41
2006-11-07,12.03,0.62,19.27
2006-11-08,11.09,1.3,0.53
2006-11-09,14.15,3.97,0.0
2006-11-10,16.53,3.46,0.01
2006-11-11,8.08,0.71,2.68
2006-11-12,4.23,2.77,0.0
2006-11-13,3.85,3.34,0.14
2006-11-14,7.81,2.91,7.68
2006-11-15,12.87,0.48,40.72
2006-11-16,6.11,0.78,5.72
2006-11-17,4.51,2.99,0.02
2006-11-18,5.67,3.72,0.0
2006-11-19,3.52,1.03,0.43
2006-11-20,1.74,2.22,0.09
2006-11-21,1.28,3.8,0.0
2006-11-22,2.62,3.8,0.01
2006-11-23,4.36,3.75,0.0
2006-11-24,8.22,3.68,0.0
2006-11-25,10.38,3.55,0.0
2006-11-26,10.39,3.45,0.0
2006-11-27,9.78,3.21,0.0
2006-11-28,13.3,1.57,0.22
2006-11-29,16.24,1.78,2.11
2006-11-30,18.06,1.42,2.84
2006-12-01,3.73,3.01,5.15
2006-12-02,0.6,2.87,0.0
2006-12-03,-0.06,2.61,0.0
2006-12-04,-3.97,3.61,0.0
2006-12-05,0.85,3.4,0.03
2006-12-06,3.14,1.74,0.0
2006-12-07,-3.21,1.88,0.03
2006-12-08,-4.37,3.34,0.0
2006-12-09,-0.7,3.39,0.0
2006-12-10,1.61,2.4,0.0
2006-12-11,6.47,3.14,0.0
2006-12-12,10.83,0.63,9.39
2006-12-13,11.22,2.71,0.28
2006-12-14,9.04,3.01,0.0
2006-12-15,10.12,2.84,0.0
2006-12-16,10.08,3.02,0.0
2006-12-17,11.32,2.82,0.0
2006-12-18,11.07,2.83,0.05
2006-12-19,8.7,1.53,0.08
2006-12-20,8.62,1.5,0.42
2006-12-21,11.38,0.67,5.91
2006-12-22,11.6,0.69,8.92
2006-12-23,5.05,3.27,0.0
2006-12-24,5.06,2.54,1.26
2006-12-25,8.5,0.42,18.19
2006-12-26,1.65,0.51,1.0
2006-12-27,1.63,3.26,0.0
2006-12-28,4.45,3.25,0.01
2006-12-29,7.67,3.11,0.0
2006-12-30,10.8,1.18,13.72
2006-12-31,12.71,0.95,13.58
2007-01-01,3.34,0.71,0.01
2007-01-02,2.73,3.41,0.0
2007-01-03,4.23,3.27,0.0
2007-01-04,11.84,1.07,4.86
2007-01-05,14.72,1.36,16.92
2007-01-06,10.56,1.99,0.05
2007-01-07,9.55,0.44,20.73
2007-01-08,3.09,3.5,0.22
2007-01-09,2.12,2.07,0.35
2007-01-10,0.23,3.53,0.0
2007-01-11,4.53,2.41,0.02
2007-01-12,11.99,0.85,0.18
2007-01-13,14.44,2.03,1.0
2007-01-14,14.09,1.67,0.7
2007-01-15,11.46,0.42,15.69
2007-01-16,-2.01,0.87,0.06
2007-01-17,-1.65,2.67,0.0
2007-01-18,2.7,0.92,0.02
2007-01-19,0.38,3.25,0.0
2007-01-20,0.91,2.54,0.45
2007-01-21,4.62,0.51,22.39
2007-01-22,3.22,1.33,0.47
2007-01-23,-0.02,2.06,0.0
2007-01-24,1.03,3.13,0.0
2007-01-25,-0.88,2.89,0.0
2007-01-26,0.4,3.81,0.0
2007-01-27,4.99,2.22,0.21
2007-01-28,-4.05,3.49,0.01
2007-01-29,-2.77,3.66,0.0
2007-01-30,-1.47,3.83,0.0
2007-01-31,-5.16,3.48,0.17
2007-02-01,0.34,0.93,1.41
2007-02-02,-1.48,1.31,1.35
2007-02-03,-2.5,4.36,0.0
2007-02-04,-4.51,3.59,0.33
2007-02-05,-7.13,3.97,0.0
2007-02-06,-0.2,2.67,0.0
2007-02-07,-0.69,3.85,0.0
2007-02-08,-2.24,3.46,0.0
2007-02-09,-3.37,1.15,0.0
2007-02-10,-3.87,4.31,0.0
2007-02-11,-0.58,4.58,0.0
2007-02-12,3.99,1.82,0.38
2007-02-13,7.54,1.03,17.41
2007-02-14,-4.0,2.57,0.43
2007-02-15,-4.29,4.6,0.0
2007-02-16,-5.87,5.06,0.0
2007-02-17,-1.07,0.93,1.16
2007-02-18,-2.47,4.97,0.04
2007-02-19,2.12,4.16,0.0
2007-02-20,9.8,1.58,2.38
2007-02-21,12.98,3.44,2.41
2007-02-22,7.15,5.13,0.0
2007-02-23,3.38,4.88,0.0
2007-02-24,7.9,1.33,11.52
2007-02-25,10.03,3.28,10.61
2007-02-26,4.67,4.01,0.01
2007-02-27,6.25,5.42,0.0
2007-02-28,10.35,4.87,0.0
2007-03-01,13.74,0.76,41.89
2007-03-02,7.37,5.58,0.0
2007-03-03,3.62,5.74,0.01
2007-03-04,-0.65,5.76,0.0
2007-03-05,4.35,5.48,0.0
2007-03-06,5.92,5.54,0.0
2007-03-07,10.87,5.34,0.0
2007-03-08,9.96,5.66,0.0
2007-03-09,13.09,5.22,0.0
2007-03-10,13.71,2.98,0.56
2007-03-11,10.17,5.74,0.0
2007-03-12,12.6,5.58,0.0
2007-03-13,16.87,4.16,0.01
2007-03-14,17.89,3.51,0.01
2007-03-15,15.3,1.9,7.57
2007-03-16,5.9,5.19,0.23
2007-03-17,2.42,5.35,0.0
2007-03-18,3.46,5.88,0.0
2007-03-19,11.81,4.05,0.32
2007-03-20,14.97,2.15,1.21
2007-03-21,16.18,5.24,0.12
2007-03-22,17.31,4.76,0.0
2007-03-23,18.27,5.8,0.0
2007-03-24,19.69,5.37,0.0
2007-03-25,20.34,5.96,0.0
2007-03-26,20.51,4.32,0.02
2007-03-27,20.29,4.31,0.99
2007-03-28,19.58,3.83,9.19
2007-03-29,20.03,4.73,0.23
2007-03-30,18.05,5.32,0.14
2007-03-31,18.83,4.3,0.13
2007-04-01,19.09,3.43,2.08
2007-04-02,19.05,5.93,0.03
2007-04-03,20.13,5.4,18.29
2007-04-04,9.07,6.8,3.96
2007-04-05,3.42,7.37,0.0
2007-04-06,2.96,5.38,0.0
2007-04-07,-0.44,6.14,0.0
2007-04-08,2.3,7.57,0.0
2007-04-09,5.53,5.58,0.0
2007-04-10,8.51,5.05,0.76
2007-04-11,13.22,2.81,21.25
2007-04-12,9.02,7.53,0.0
2007-04-13,7.61,3.87,5.62
2007-04-14,11.83,1.63,15.57
2007-04-15,5.73,2.89,2.64
2007-04-16,9.98,7.57,0.0
2007-04-17,13.36,6.68,0.0
2007-04-18,15.36,3.8,0.03
2007-04-19,10.64,6.77,0.0
2007-04-20,12.52,7.46,0.0
2007-04-21,16.44,7.52,0.0
2007-04-22,17.21,7.71,0.0
2007-04-23,18.49,5.24,0.25
2007-04-24,19.62,2.84,2.37
2007-04-25,20.11,4.71,1.44
2007-04-26,18.8,4.47,13.14
2007-04-27,14.07,3.42,0.34
2007-04-28,15.52,6.42,0.5
2007-04-29,18.38,7.81,0.0
2007-04-30,20.52,7.66,0.0
2007-05-01,21.24,7.4,0.0
2007-05-02,21.1,4.37,0.99
2007-05-03,20.66,3.88,3.22
2007-05-04,20.68,3.12,13.92
2007-05-05,20.76,3.82,18.06
2007-05-06,20.49,5.85,0.05
2007-05-07,18.41,7.93,0.0
2007-05-08,19.29,8.14,0.0
2007-05-09,21.44,8.08,0.04
2007-05-10,23.07,6.84,1.44
2007-05-11,22.15,4.15,13.93
2007-05-12,21.9,6.52,0.13
2007-05-13,19.13,8.1,0.0
2007-05-14,20.01,6.38,0.14
2007-05-15,21.95,6.4,0.8
2007-05-16,17.15,4.28,6.74
2007-05-17,15.15,7.59,0.0
2007-05-18,13.24,8.67,0.0
2007-05-19,15.65,8.72,0.0
2007-05-20,18.9,8.67,0.0
2007-05-21,20.15,8.58,0.0
2007-05-22,21.83,7.47,0.0
2007-05-23,23.29,7.76,0.0
2007-05-24,22.92,7.86,0.0
2007-05-25,23.28,7.24,0.0
2007-05-26,25.17,6.59,0.0
2007-05-27,24.1,5.66,0.0
2007-05-28,24.36,6.25,0.0
2007-05-29,24.53,6.83,0.0
2007-05-30,24.05,5.57,0.0
2007-05-31,24.9,4.71,0.0
2007-06-01,25.97,5.34,0.59
2007-06-02,24.15,3.74,4.55
2007-06-03,24.2,6.62,0.36
2007-06-04,23.57,7.02,0.95
2007-06-05,23.34,7.37,0.79
2007-06-06,25.45,7.79,0.0
2007-06-07,27.62,6.93,0.0
2007-06-08,26.32,3.71,5.06
2007-06-09,25.13,7.62,0.07
2007-06-10,24.25,8.07,0.0
2007-06-11,22.89,3.49,0.0
2007-06-12,24.03,8.32,0.0
2007-06-13,25.54,7.76,0.05
2007-06-14,26.29,7.14,0.22
2007-06-15,26.43,7.09,0.33
2007-06-16,26.14,7.8,0.0
2007-06-17,27.93,8.05,0.0
2007-06-18,27.22,5.2,2.6
2007-06-19,23.55,2.5,21.89
2007-06-20,24.12,8.25,0.01
2007-06-21,24.85,8.69,0.0
2007-06-22,26.7,8.18,0.04
2007-06-23,26.62,6.3,3.62
2007-06-24,27.26,6.52,1.73
2007-06-25,25.8,5.53,4.59
2007-06-26,27.14,6.26,5.17
2007-06-27,26.89,6.48,7.73
2007-06-28,26.05,6.09,4.12
2007-06-29,25.61,5.54,7.72
2007-06-30,26.8,6.94,0.67
2007-07-01,25.43,4.57,3.92
2007-07-02,24.43,6.94,0.19
2007-07-03,26.1,5.64,0.04
2007-07-04,26.86,6.64,0.02
2007-07-05,27.62,6.35,2.15
2007-07-06,27.11,4.6,3.41
2007-07-07,26.12,4.33,1.92
2007-07-08,27.99,7.02,0.0
2007-07-09,26.99,4.34,2.22
2007-07-10,25.27,4.34,8.88
2007-07-11,25.35,5.49,3.68
2007-07-12,24.0,7.13,0.0
2007-07-13,24.09,4.93,0.12
2007-07-14,26.86,6.47,0.07
2007-07-15,27.08,4.9,2.06
2007-07-16,27.16,6.06,2.85
2007-07-17,26.27,5.35,4.12
2007-07-18,27.52,6.6,1.2
2007-07-19,27.67,5.64,3.81
2007-07-20,24.54,4.34,1.55
2007-07-21,22.95,7.91,0.0
2007-07-22,23.24,7.14,0.0
2007-07-23,24.17,5.69,0.99
2007-07-24,24.8,5.75,12.71
2007-07-25,25.05,4.93,11.71
2007-07-26,26.49,5.75,1.54
2007-07-27,26.18,5.27,11.28
2007-07-28,26.32,4.55,7.8
2007-07-29,25.44,5.71,0.08
2007-07-30,27.09,5.43,0.02
2007-07-31,27.3,5.99,0.1
2007-08-01,27.89,5.63,2.06
2007-08-02,28.73,6.55,0.41
2007-08-03,29.21,6.32,0.04
2007-08-04,30.15,5.79,1.08
2007-08-05,30.37,5.74,1.31
2007-08-06,30.83,5.68,0.02
2007-08-07,30.92,6.4,0.61
2007-08-08,31.98,6.9,0.0
2007-08-09,31.62,7.59,0.0
2007-08-10,30.63,6.9,0.0
2007-08-11,29.15,7.37,0.0
2007-08-12,28.71,7.56,0.0
2007-08-13,29.79,6.75,0.0
2007-08-14,29.99,6.82,0.0
2007-08-15,32.41,6.12,0.0
2007-08-16,33.76,5.57,0.12
2007-08-17,30.26,5.58,0.05
2007-08-18,29.65,6.41,0.0
2007-08-19,30.4,5.29,3.94
2007-08-20,30.27,6.4,0.12
2007-08-21,31.47,5.89,0.07
2007-08-22,32.57,6.71,0.0
2007-08-23,33.26,6.0,0.0
2007-08-24,31.41,5.72,11.71
2007-08-25,28.45,5.21,6.34
2007-08-26,28.33,5.72,0.11
2007-08-27,29.52,5.91,0.07
2007-08-28,28.81,4.82,1.01
2007-08-29,26.3,3.94,4.81
2007-08-30,26.07,4.05,0.87
2007-08-31,26.42,5.15,0.02
2007-09-01,26.51,5.24,1.27
2007-09-02,27.63,5.06,0.01
2007-09-03,26.91,5.65,0.12
2007-09-04,28.32,5.0,0.05
2007-09-05,28.79,3.84,0.25
2007-09-06,27.09,3.06,0.27
2007-09-07,28.09,5.15,0.68
2007-09-08,27.45,3.92,0.84
2007-09-09,26.37,2.7,4.95
2007-09-10,25.17,3.37,10.88
2007-09-11,23.09,2.08,23.02
2007-09-12,20.77,6.61,0.0
2007-09-13,21.92,4.72,1.76
2007-09-14,22.92,2.52,5.35
2007-09-15,17.15,6.56,0.0
2007-09-16,17.69,6.04,0.0
2007-09-17,21.86,5.36,0.0
2007-09-18,22.65,6.01,0.0
2007-09-19,22.26,6.16,0.0
2007-09-20,22.76,6.2,0.0
2007-09-21,24.22,4.78,0.0
2007-09-22,25.54,5.28,0.0
2007-09-23,26.45,5.36,0.0
2007-09-24,27.54,5.05,0.0
2007-09-25,27.11,4.86,0.4
2007-09-26,25.03,4.43,0.43
2007-09-27,23.05,3.28,13.33
2007-09-28,20.27,5.94,0.0
2007-09-29,19.76,6.12,0.0
2007-09-30,19.84,6.01,0.0
2007-10-01,20.45,4.53,0.0
2007-10-02,21.58,5.63,0.0
2007-10-03,23.69,3.4,0.0
2007-10-04,25.22,2.73,0.45
2007-10-05,25.56,3.17,0.1
2007-10-06,25.47,4.44,0.0
2007-10-07,25.39,4.79,0.0
2007-10-08,25.94,4.53,0.0
2007-10-09,21.52,3.19,2.66
2007-10-10,16.85,5.51,0.0
2007-10-11,12.54,5.49,0.0
2007-10-12,14.15,5.24,0.0
2007-10-13,15.91,5.13,0.0
2007-10-14,19.18,5.01,0.0
2007-10-15,21.03,3.99,0.01
2007-10-16,21.63,2.1,4.31
2007-10-17,21.44,3.82,1.27
2007-10-18,24.03,1.77,10.26
2007-10-19,19.11,4.96,2.04
2007-10-20,16.21,5.05,0.01
2007-10-21,17.87,5.03,0.0
2007-10-22,19.33,0.87,24.98
2007-10-23,18.66,0.8,42.23
2007-10-24,13.08,1.15,7.92
2007-10-25,12.3,2.64,1.25
2007-10-26,10.93,1.82,0.96
2007-10-27,10.81,3.12,0.02
2007-10-28,10.74,3.89,0.0
2007-10-29,8.99,4.62,0.0
2007-10-30,10.37,4.74,0.0
2007-10-31,13.67,4.2,0.0
2007-11-01,12.77,3.23,0.0
2007-11-02,9.79,4.3,0.0
2007-11-03,8.28,4.44,0.0
2007-11-04,9.8,4.22,0.0
2007-11-05,13.58,3.0,17.3
2007-11-06,4.94,4.42,0.03
2007-11-07,2.87,4.38,0.0
2007-11-08,6.06,3.49,0.0
2007-11-09,9.94,3.33,0.0
2007-11-10,6.05,3.5,0.0
